device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinates_x,left_gaze_point_in_user_coordinates_y,left_gaze_point_in_user_coordinates_z,left_gaze_point_valid,left_gaze_point_available,left_pupil_diameter,left_pupil_valid,left_pupil_available,left_gaze_origin_in_user_coordinates_x,left_gaze_origin_in_user_coordinates_y,left_gaze_origin_in_user_coordinates_z,left_gaze_origin_valid,left_gaze_origin_available,left_eye_openness_diameter,left_eye_openness_valid,left_eye_openness_available,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinates_x,right_gaze_point_in_user_coordinates_y,right_gaze_point_in_user_coordinates_z,right_gaze_point_valid,right_gaze_point_available,right_pupil_diameter,right_pupil_valid,right_pupil_available,right_gaze_origin_in_user_coordinates_x,right_gaze_origin_in_user_coordinates_y,right_gaze_origin_in_user_coordinates_z,right_gaze_origin_valid,right_gaze_origin_available,right_eye_openness_diameter,right_eye_openness_valid,right_eye_openness_available
2891813653,2942210832,0.4912415,0.4321376,-4.624483,169.29034,61.616585,TRUE,TRUE,3.2040253,TRUE,TRUE,-37.225685,-68.36525,656.60864,TRUE,TRUE,12.611145,TRUE,TRUE,0.50928867,0.4535691,4.904441,163.30908,59.439545,TRUE,TRUE,3.5317688,TRUE,TRUE,24.586792,-75.24177,659.7796,TRUE,TRUE,12.180511,TRUE,TRUE
2891821987,2942219166,0.49207705,0.43283427,-4.183309,169.09593,61.54579,TRUE,TRUE,3.1924438,TRUE,TRUE,-37.413364,-68.36645,656.5167,TRUE,TRUE,12.670944,TRUE,TRUE,0.5109187,0.45336717,5.7650833,163.36542,59.46007,TRUE,TRUE,3.5161285,TRUE,TRUE,24.411263,-75.25105,659.7401,TRUE,TRUE,11.5108795,TRUE,TRUE
2891830320,2942227499,0.4925867,0.43303013,-3.9141984,169.04126,61.525925,TRUE,TRUE,3.186142,TRUE,TRUE,-37.60864,-68.38373,656.4959,TRUE,TRUE,12.084198,TRUE,TRUE,0.51153874,0.449903,6.0924654,164.33224,59.811924,TRUE,TRUE,3.4996948,TRUE,TRUE,24.231398,-75.26164,659.6524,TRUE,TRUE,11.829239,TRUE,TRUE
2891838653,2942235833,0.4927406,0.43166894,-3.8329551,169.42116,61.664185,TRUE,TRUE,3.1694794,TRUE,TRUE,-37.786068,-68.410934,656.40485,TRUE,TRUE,12.63765,TRUE,TRUE,0.51200056,0.4513623,6.336335,163.92494,59.663715,TRUE,TRUE,3.4896393,TRUE,TRUE,24.039562,-75.27637,659.5188,TRUE,TRUE,12.155685,TRUE,TRUE
2891846987,2942244167,0.49553484,0.4434194,-2.3576086,166.14174,60.470547,TRUE,TRUE,3.149063,TRUE,TRUE,-37.9422,-68.47916,656.4374,TRUE,TRUE,12.861298,TRUE,TRUE,0.51079947,0.4688515,5.7021375,159.04395,57.887146,TRUE,TRUE,3.472229,TRUE,TRUE,23.864576,-75.33037,659.3077,TRUE,TRUE,12.220795,TRUE,TRUE
2891855320,2942252500,0.514013,0.482095,7.3988705,155.3478,56.54191,TRUE,TRUE,3.1452332,TRUE,TRUE,-38.04866,-68.56885,656.3026,TRUE,TRUE,12.595764,TRUE,TRUE,0.5351392,0.51336557,18.553524,146.62056,53.365417,TRUE,TRUE,3.4578705,TRUE,TRUE,23.69861,-75.40592,659.2923,TRUE,TRUE,11.834976,TRUE,TRUE
2891863653,2942260833,0.51018375,0.48261923,5.3770447,155.2015,56.48866,TRUE,TRUE,3.1266937,TRUE,TRUE,-38.19735,-68.6353,656.28625,TRUE,TRUE,12.616241,TRUE,TRUE,0.5313129,0.51769495,16.533209,145.41226,52.925644,TRUE,TRUE,3.4431152,TRUE,TRUE,23.509417,-75.45712,659.18024,TRUE,TRUE,12.567032,TRUE,TRUE
2891871987,2942269167,0.5047299,0.4757868,2.4974136,157.10834,57.18268,TRUE,TRUE,3.135086,TRUE,TRUE,-38.392864,-68.67695,656.1688,TRUE,TRUE,12.592224,TRUE,TRUE,0.5261821,0.5059775,13.824171,148.68246,54.115936,TRUE,TRUE,3.4435883,TRUE,TRUE,23.329578,-75.505936,659.1178,TRUE,TRUE,12.528198,TRUE,TRUE
2891880320,2942277500,0.50660694,0.47639024,3.4884396,156.93994,57.12138,TRUE,TRUE,3.1117554,TRUE,TRUE,-38.5931,-68.723366,656.0509,TRUE,TRUE,12.57428,TRUE,TRUE,0.525374,0.5042987,13.397476,149.151,54.286446,TRUE,TRUE,3.4409332,TRUE,TRUE,23.159721,-75.54931,659.0777,TRUE,TRUE,12.452347,TRUE,TRUE
2891888653,2942285833,0.5071428,0.47663027,3.7713883,156.87296,57.097004,TRUE,TRUE,3.102539,TRUE,TRUE,-38.780655,-68.77649,656.17755,TRUE,TRUE,12.620056,TRUE,TRUE,0.52679217,0.5027359,14.146244,149.58717,54.4452,TRUE,TRUE,3.4102783,TRUE,TRUE,22.99573,-75.57536,658.99036,TRUE,TRUE,12.437714,TRUE,TRUE
2891896987,2942294167,0.50838876,0.48295012,4.429287,155.10916,56.45505,TRUE,TRUE,3.099289,TRUE,TRUE,-38.94734,-68.81499,656.16064,TRUE,TRUE,12.527878,TRUE,TRUE,0.5264385,0.5057534,13.959524,148.74503,54.138718,TRUE,TRUE,3.4077454,TRUE,TRUE,22.8338,-75.61168,658.95026,TRUE,TRUE,12.546097,TRUE,TRUE
2891905320,2942302500,0.5094973,0.4789924,5.0145683,156.21371,56.857056,TRUE,TRUE,3.091858,TRUE,TRUE,-39.106514,-68.85286,656.0929,TRUE,TRUE,12.619064,TRUE,TRUE,0.52904844,0.5027497,15.337575,149.58331,54.44378,TRUE,TRUE,3.3934174,TRUE,TRUE,22.683289,-75.6519,658.98267,TRUE,TRUE,11.471207,TRUE,TRUE
2891913653,2942310833,0.51079047,0.48149723,5.6973915,155.51463,56.602646,TRUE,TRUE,3.0937347,TRUE,TRUE,-39.25526,-68.867874,656.00415,TRUE,TRUE,12.563599,TRUE,TRUE,0.5250856,0.50371236,13.245217,149.31467,54.346,TRUE,TRUE,3.385147,TRUE,TRUE,22.532585,-75.67488,658.89343,TRUE,TRUE,11.688904,TRUE,TRUE
2891921987,2942319167,0.50846076,0.48698395,4.4672995,153.98337,56.04529,TRUE,TRUE,3.0972595,TRUE,TRUE,-39.40146,-68.87668,656.03864,TRUE,TRUE,12.538193,TRUE,TRUE,0.52854735,0.50449896,15.073006,149.09511,54.266136,TRUE,TRUE,3.3806915,TRUE,TRUE,22.39616,-75.68555,658.85236,TRUE,TRUE,12.489502,TRUE,TRUE
2891930320,2942327500,0.51032394,0.48761326,5.451066,153.80772,55.98137,TRUE,TRUE,3.0824738,TRUE,TRUE,-39.5348,-68.866486,656.02185,TRUE,TRUE,12.489151,TRUE,TRUE,0.52463895,0.5020554,13.009365,149.77708,54.51435,TRUE,TRUE,3.373581,TRUE,TRUE,22.276585,-75.69546,658.906,TRUE,TRUE,12.0807495,TRUE,TRUE
2891938653,2942335833,0.50866646,0.48286238,4.5758696,155.13365,56.463932,TRUE,TRUE,3.0713348,TRUE,TRUE,-39.655796,-68.846725,656.08386,TRUE,TRUE,12.659134,TRUE,TRUE,0.5244808,0.5062996,12.92589,148.59259,54.08319,TRUE,TRUE,3.3727264,TRUE,TRUE,22.162943,-75.69081,658.9138,TRUE,TRUE,12.475479,TRUE,TRUE
2891946987,2942344167,0.5083136,0.4847046,4.3895893,154.61948,56.276855,TRUE,TRUE,3.0680542,TRUE,TRUE,-39.750557,-68.798996,656.0017,TRUE,TRUE,12.250427,TRUE,TRUE,0.5234419,0.5078032,12.377333,148.17294,53.930485,TRUE,TRUE,3.3631134,TRUE,TRUE,22.056362,-75.65732,658.82336,TRUE,TRUE,12.174301,TRUE,TRUE
2891955320,2942352500,0.5087031,0.48626608,4.5952835,154.18369,56.118214,TRUE,TRUE,3.0683289,TRUE,TRUE,-39.84263,-68.73366,655.9171,TRUE,TRUE,12.667374,TRUE,TRUE,0.52734005,0.5007134,14.435588,150.15163,54.65064,TRUE,TRUE,3.3547516,TRUE,TRUE,21.969307,-75.63099,658.9001,TRUE,TRUE,12.790115,TRUE,TRUE
2891963653,2942360833,0.5076398,0.48168176,4.0338373,155.46315,56.58385,TRUE,TRUE,3.0705566,TRUE,TRUE,-39.917606,-68.67553,656.0796,TRUE,TRUE,12.4921875,TRUE,TRUE,0.5273882,0.50636876,14.460971,148.57329,54.076168,TRUE,TRUE,3.3520203,TRUE,TRUE,21.899155,-75.57691,658.9274,TRUE,TRUE,12.014099,TRUE,TRUE
2891971987,2942369168,0.5109843,0.48594528,5.7997193,154.27325,56.15076,TRUE,TRUE,3.0596313,TRUE,TRUE,-39.971176,-68.58198,655.9765,TRUE,TRUE,12.603012,TRUE,TRUE,0.5254574,0.5036203,13.441498,149.34033,54.35534,TRUE,TRUE,3.3480682,TRUE,TRUE,21.840261,-75.51529,658.9071,TRUE,TRUE,12.397308,TRUE,TRUE
2891980320,2942377501,0.50914264,0.4803882,4.82732,155.82416,56.715237,TRUE,TRUE,3.0483246,TRUE,TRUE,-40.01512,-68.49261,656.02094,TRUE,TRUE,12.751907,TRUE,TRUE,0.5262398,0.5067989,13.854626,148.45325,54.032463,TRUE,TRUE,3.3394623,TRUE,TRUE,21.786942,-75.43522,658.86145,TRUE,TRUE,12.657654,TRUE,TRUE
2891988653,2942385834,0.50895816,0.47884834,4.729953,156.2539,56.87169,TRUE,TRUE,3.0455933,TRUE,TRUE,-40.046116,-68.39513,656.0658,TRUE,TRUE,12.741043,TRUE,TRUE,0.52310324,0.5030191,12.198505,149.50813,54.416428,TRUE,TRUE,3.3448792,TRUE,TRUE,21.762854,-75.37092,658.91235,TRUE,TRUE,12.209534,TRUE,TRUE
2891996987,2942394168,0.51137626,0.485007,6.006706,154.53513,56.246098,TRUE,TRUE,3.043274,TRUE,TRUE,-40.0665,-68.28638,656.0638,TRUE,TRUE,12.412704,TRUE,TRUE,0.5241438,0.5101353,12.747944,147.52208,53.693626,TRUE,TRUE,3.3391113,TRUE,TRUE,21.749962,-75.293495,659.05896,TRUE,TRUE,12.145645,TRUE,TRUE
2892005320,2942402501,0.51185846,0.48167878,6.2612476,155.46399,56.584198,TRUE,TRUE,3.037094,TRUE,TRUE,-40.074394,-68.17956,656.1113,TRUE,TRUE,12.720459,TRUE,TRUE,0.5239042,0.5035081,12.621429,149.37167,54.36676,TRUE,TRUE,3.336914,TRUE,TRUE,21.730988,-75.21927,659.11005,TRUE,TRUE,12.691467,TRUE,TRUE
2892013653,2942410834,0.51006603,0.48539245,5.314892,154.4275,56.206985,TRUE,TRUE,3.039505,TRUE,TRUE,-40.071857,-68.093414,656.1367,TRUE,TRUE,12.644424,TRUE,TRUE,0.5222633,0.51200235,11.755003,147.00102,53.503906,TRUE,TRUE,3.3280945,TRUE,TRUE,21.73341,-75.15156,659.1348,TRUE,TRUE,12.355713,TRUE,TRUE
2892021987,2942419168,0.513461,0.48466015,7.10743,154.6319,56.281357,TRUE,TRUE,3.0372467,TRUE,TRUE,-40.06929,-68.00888,656.1122,TRUE,TRUE,12.252869,TRUE,TRUE,0.52416724,0.5071132,12.760324,148.36551,54.000595,TRUE,TRUE,3.3274994,TRUE,TRUE,21.735176,-75.10422,659.15784,TRUE,TRUE,12.602188,TRUE,TRUE
2892030320,2942427501,0.51036173,0.48064607,5.4709864,155.75218,56.68911,TRUE,TRUE,3.0238953,TRUE,TRUE,-40.048813,-67.93585,656.1152,TRUE,TRUE,12.768265,TRUE,TRUE,0.5230698,0.5060519,12.180872,148.66168,54.108433,TRUE,TRUE,3.322235,TRUE,TRUE,21.745195,-75.05483,659.1824,TRUE,TRUE,12.692032,TRUE,TRUE
2892038653,2942435834,0.5096705,0.48275942,5.106036,155.16238,56.474396,TRUE,TRUE,3.0307007,TRUE,TRUE,-40.025448,-67.878105,656.04407,TRUE,TRUE,12.640945,TRUE,TRUE,0.52268517,0.5071596,11.977803,148.35258,53.995785,TRUE,TRUE,3.3047485,TRUE,TRUE,21.758677,-75.01589,659.1572,TRUE,TRUE,11.893005,TRUE,TRUE
2892046987,2942444168,0.5108702,0.48380876,5.7395,154.86954,56.367817,TRUE,TRUE,3.0312347,TRUE,TRUE,-40.002228,-67.82968,655.99744,TRUE,TRUE,12.698227,TRUE,TRUE,0.52501595,0.5008632,13.208433,150.10985,54.63542,TRUE,TRUE,3.3062286,TRUE,TRUE,21.773247,-74.994896,659.20605,TRUE,TRUE,11.499619,TRUE,TRUE
2892055320,2942452501,0.5095873,0.48279446,5.0620985,155.15259,56.47084,TRUE,TRUE,3.0258484,TRUE,TRUE,-39.976555,-67.79547,656.0011,TRUE,TRUE,12.738983,TRUE,TRUE,0.5239202,0.50425136,12.629878,149.16422,54.29126,TRUE,TRUE,3.300476,TRUE,TRUE,21.8004,-74.99182,659.2757,TRUE,TRUE,12.106857,TRUE,TRUE
2892063653,2942460834,0.51146716,0.4840501,6.054654,154.80217,56.343323,TRUE,TRUE,3.0306244,TRUE,TRUE,-39.945633,-67.76648,655.9559,TRUE,TRUE,12.7164,TRUE,TRUE,0.5255785,0.50162363,13.50548,149.89758,54.558174,TRUE,TRUE,3.2967072,TRUE,TRUE,21.828356,-74.97839,659.301,TRUE,TRUE,11.692825,TRUE,TRUE
2892071987,2942469168,0.5115087,0.48122293,6.0766096,155.5912,56.630486,TRUE,TRUE,3.016861,TRUE,TRUE,-39.920307,-67.75674,656.0547,TRUE,TRUE,12.642517,TRUE,TRUE,0.5239309,0.50366426,12.635507,149.32808,54.35092,TRUE,TRUE,3.2921753,TRUE,TRUE,21.863419,-74.97845,659.3721,TRUE,TRUE,12.405502,TRUE,TRUE
2892080320,2942477501,0.51053834,0.4801425,5.5642786,155.89275,56.74021,TRUE,TRUE,3.0201263,TRUE,TRUE,-39.87921,-67.74422,656.0119,TRUE,TRUE,12.046097,TRUE,TRUE,0.52534986,0.50305176,13.384721,149.49902,54.413162,TRUE,TRUE,3.2918854,TRUE,TRUE,21.894478,-74.97706,659.3712,TRUE,TRUE,12.517334,TRUE,TRUE
2892088653,2942485834,0.5096866,0.48191583,5.114514,155.39784,56.560085,TRUE,TRUE,3.0126495,TRUE,TRUE,-39.840446,-67.72648,655.94305,TRUE,TRUE,12.525848,TRUE,TRUE,0.52503335,0.50464904,13.217625,149.05322,54.25087,TRUE,TRUE,3.3038788,TRUE,TRUE,21.929274,-74.98245,659.44073,TRUE,TRUE,12.194504,TRUE,TRUE
2892096987,2942494168,0.51185095,0.4827077,6.257327,155.17682,56.47969,TRUE,TRUE,3.0115967,TRUE,TRUE,-39.807144,-67.71698,655.94696,TRUE,TRUE,12.699158,TRUE,TRUE,0.5243262,0.5031299,12.844239,149.47722,54.405205,TRUE,TRUE,3.2902222,TRUE,TRUE,21.971912,-74.96926,659.3641,TRUE,TRUE,11.825638,TRUE,TRUE
2892105320,2942502501,0.51126665,0.48155674,5.9488006,155.49803,56.59656,TRUE,TRUE,3.0123444,TRUE,TRUE,-39.771355,-67.71182,655.9984,TRUE,TRUE,12.410797,TRUE,TRUE,0.52600175,0.49945796,13.728939,150.50201,54.77816,TRUE,TRUE,3.275528,TRUE,TRUE,22.009195,-74.95751,659.462,TRUE,TRUE,12.569397,TRUE,TRUE
2892113653,2942510835,0.5085812,0.48149467,4.530888,155.51537,56.602882,TRUE,TRUE,3.0095215,TRUE,TRUE,-39.722267,-67.68772,655.85754,TRUE,TRUE,12.124298,TRUE,TRUE,0.5238182,0.50148815,12.576012,149.9354,54.571953,TRUE,TRUE,3.2727814,TRUE,TRUE,22.043678,-74.9506,659.4107,TRUE,TRUE,11.874008,TRUE,TRUE
2892121987,2942519169,0.5090804,0.483179,4.794468,155.04529,56.431755,TRUE,TRUE,3.0100708,TRUE,TRUE,-39.683723,-67.675514,655.86176,TRUE,TRUE,12.403519,TRUE,TRUE,0.52372146,0.50612324,12.524951,148.64178,54.101135,TRUE,TRUE,3.2808228,TRUE,TRUE,22.081663,-74.92706,659.31116,TRUE,TRUE,12.173065,TRUE,TRUE
2892130320,2942527502,0.5102354,0.48614427,5.4042954,154.21768,56.130634,TRUE,TRUE,3.0052338,TRUE,TRUE,-39.642345,-67.64972,655.768,TRUE,TRUE,12.61673,TRUE,TRUE,0.52368593,0.49865812,12.506206,150.72522,54.859383,TRUE,TRUE,3.2752838,TRUE,TRUE,22.12953,-74.919876,659.38153,TRUE,TRUE,12.189163,TRUE,TRUE
2892138653,2942535835,0.5114057,0.48634642,6.022237,154.16129,56.11004,TRUE,TRUE,3.0054474,TRUE,TRUE,-39.60409,-67.63733,655.8218,TRUE,TRUE,12.173584,TRUE,TRUE,0.52314085,0.5048884,12.218386,148.98645,54.22653,TRUE,TRUE,3.2716064,TRUE,TRUE,22.168787,-74.90522,659.35626,TRUE,TRUE,11.720673,TRUE,TRUE
2892146987,2942544169,0.5097104,0.4875865,5.127111,153.81519,55.98408,TRUE,TRUE,3.0065155,TRUE,TRUE,-39.562714,-67.62054,655.7285,TRUE,TRUE,12.221985,TRUE,TRUE,0.52740556,0.5029068,14.470142,149.53946,54.427887,TRUE,TRUE,3.2552643,TRUE,TRUE,22.2007,-74.88687,659.28186,TRUE,TRUE,11.48204,TRUE,TRUE
2892155320,2942552502,0.5100517,0.4856164,5.3073125,154.36504,56.18421,TRUE,TRUE,2.9999847,TRUE,TRUE,-39.51891,-67.6069,655.5868,TRUE,TRUE,12.404648,TRUE,TRUE,0.5256569,0.5048661,13.546869,148.99265,54.228848,TRUE,TRUE,3.2591858,TRUE,TRUE,22.244759,-74.88001,659.27875,TRUE,TRUE,12.422592,TRUE,TRUE
2892163653,2942560835,0.5122641,0.48594263,6.475419,154.27399,56.151077,TRUE,TRUE,2.9940033,TRUE,TRUE,-39.483116,-67.61403,655.63855,TRUE,TRUE,12.716003,TRUE,TRUE,0.524606,0.5035789,12.992006,149.3519,54.359596,TRUE,TRUE,3.2569427,TRUE,TRUE,22.293926,-74.87106,659.2746,TRUE,TRUE,12.460159,TRUE,TRUE
2892171987,2942569169,0.51055,0.48546982,5.570401,154.40594,56.19908,TRUE,TRUE,2.9968872,TRUE,TRUE,-39.447247,-67.61964,655.64465,TRUE,TRUE,12.237122,TRUE,TRUE,0.5260087,0.49990675,13.732604,150.37675,54.732594,TRUE,TRUE,3.2515717,TRUE,TRUE,22.32676,-74.85495,659.1516,TRUE,TRUE,11.195038,TRUE,TRUE
2892180320,2942577502,0.5096351,0.48575383,5.087359,154.32666,56.170277,TRUE,TRUE,2.9940643,TRUE,TRUE,-39.40594,-67.62553,655.5263,TRUE,TRUE,12.156021,TRUE,TRUE,0.5255759,0.5023238,13.504065,149.70218,54.48708,TRUE,TRUE,3.2496338,TRUE,TRUE,22.361813,-74.83609,659.0746,TRUE,TRUE,11.829651,TRUE,TRUE
2892188653,2942585835,0.50963426,0.4861722,5.086912,154.20993000000001,56.12769,TRUE,TRUE,2.9907227,TRUE,TRUE,-39.375046,-67.63364,655.4334,TRUE,TRUE,12.491348,TRUE,TRUE,0.52502507,0.5016702,13.213242,149.88463,54.55343,TRUE,TRUE,3.239975,TRUE,TRUE,22.39833,-74.82424,659.04785,TRUE,TRUE,12.565903,TRUE,TRUE
2892196987,2942594169,0.5111943,0.4826045,5.910584,155.20563,56.49015,TRUE,TRUE,2.9892426,TRUE,TRUE,-39.34964,-67.65404,655.4604,TRUE,TRUE,12.81456,TRUE,TRUE,0.5267769,0.5011251,14.138224,150.03671,54.60884,TRUE,TRUE,3.2414703,TRUE,TRUE,22.431376,-74.819305,659.07153,TRUE,TRUE,11.825058,TRUE,TRUE
2892205320,2942602502,0.5118016,0.48954743,6.231258,153.26791,55.784874,TRUE,TRUE,2.989029,TRUE,TRUE,-39.323715,-67.66537,655.39154,TRUE,TRUE,12.246384,TRUE,TRUE,0.52615297,0.50041,13.808796,150.23633,54.681435,TRUE,TRUE,3.241272,TRUE,TRUE,22.460785,-74.79652,659.02124,TRUE,TRUE,11.450424,TRUE,TRUE
2892213653,2942610835,0.5112672,0.48570615,5.949065,154.33997,56.175133,TRUE,TRUE,2.9884186,TRUE,TRUE,-39.3005,-67.67082,655.3164,TRUE,TRUE,12.577332,TRUE,TRUE,0.52516353,0.5014183,13.286371,149.9549,54.579033,TRUE,TRUE,3.235794,TRUE,TRUE,22.484274,-74.76392,658.8488,TRUE,TRUE,12.307709,TRUE,TRUE
2892221987,2942619169,0.51215583,0.4889832,6.4182596,153.4254,55.8422,TRUE,TRUE,2.9871674,TRUE,TRUE,-39.282455,-67.68009,655.25,TRUE,TRUE,12.502502,TRUE,TRUE,0.52550966,0.5019618,13.46913,149.80322,54.523766,TRUE,TRUE,3.2345276,TRUE,TRUE,22.500843,-74.74292,658.77527,TRUE,TRUE,12.0673065,TRUE,TRUE
2892230320,2942627502,0.5109,0.48580748,5.755233,154.3117,56.164783,TRUE,TRUE,2.9802246,TRUE,TRUE,-39.274925,-67.69201,655.2733,TRUE,TRUE,12.320694,TRUE,TRUE,0.5232698,0.50414604,12.286456,149.19362,54.301952,TRUE,TRUE,3.2348785,TRUE,TRUE,22.521378,-74.71348,658.79846,TRUE,TRUE,12.248932,TRUE,TRUE
2892238653,2942635835,0.51194763,0.48836786,6.3083873,153.59712,55.9047,TRUE,TRUE,2.9875336,TRUE,TRUE,-39.272346,-67.69196,655.3218,TRUE,TRUE,12.150894,TRUE,TRUE,0.5250177,0.50980014,13.209345,147.61562,53.72766,TRUE,TRUE,3.2328033,TRUE,TRUE,22.537432,-74.68101,658.7475,TRUE,TRUE,11.803986,TRUE,TRUE
2892246987,2942644169,0.5111871,0.4856571,5.906789,154.35367,56.18003,TRUE,TRUE,2.9798431,TRUE,TRUE,-39.269855,-67.690796,655.3474,TRUE,TRUE,12.143677,TRUE,TRUE,0.52521116,0.50333583,13.311515,149.41975,54.384224,TRUE,TRUE,3.2223663,TRUE,TRUE,22.552479,-74.65669,658.77313,TRUE,TRUE,11.8003235,TRUE,TRUE
2892255320,2942652503,0.51159054,0.48709178,6.119832,153.95326,56.034348,TRUE,TRUE,2.9740906,TRUE,TRUE,-39.26733,-67.69174,655.39685,TRUE,TRUE,12.628571,TRUE,TRUE,0.5253704,0.50213915,13.395603,149.75372,54.505836,TRUE,TRUE,3.2162323,TRUE,TRUE,22.56326,-74.62909,658.7481,TRUE,TRUE,12.498779,TRUE,TRUE
2892263653,2942660836,0.511193,0.49062306,5.909897,152.96773,55.67562,TRUE,TRUE,2.9763947,TRUE,TRUE,-39.264595,-67.69115,655.3947,TRUE,TRUE,12.492065,TRUE,TRUE,0.5257151,0.50584936,13.577588,148.71823,54.128952,TRUE,TRUE,3.2236938,TRUE,TRUE,22.57246,-74.59889,658.64905,TRUE,TRUE,12.014893,TRUE,TRUE
2892271987,2942669170,0.51220894,0.4876626,6.446335,153.79395,55.976326,TRUE,TRUE,2.9799652,TRUE,TRUE,-39.264744,-67.68867,655.419,TRUE,TRUE,12.774963,TRUE,TRUE,0.52359545,0.5028644,12.458414,149.5513,54.432198,TRUE,TRUE,3.2202759,TRUE,TRUE,22.58194,-74.56521,658.55005,TRUE,TRUE,12.338379,TRUE,TRUE
2892280320,2942677503,0.50990665,0.48720977,5.230727,153.92035,56.022343,TRUE,TRUE,2.9739685,TRUE,TRUE,-39.262142,-67.6864,655.42065,TRUE,TRUE,12.293472,TRUE,TRUE,0.5227965,0.50825,12.036575,148.04826,53.885075,TRUE,TRUE,3.2318268,TRUE,TRUE,22.590912,-74.54138,658.47675,TRUE,TRUE,12.90419,TRUE,TRUE
2892288653,2942685836,0.51002574,0.4901769,5.2936153,153.09224,55.720943,TRUE,TRUE,2.9695435,TRUE,TRUE,-39.264805,-67.70027,655.49475,TRUE,TRUE,12.3242035,TRUE,TRUE,0.5241907,0.5046277,12.7727165,149.05919,54.253044,TRUE,TRUE,3.211731,TRUE,TRUE,22.59893,-74.52721,658.451,TRUE,TRUE,11.926315,TRUE,TRUE
2892296987,2942694170,0.5100385,0.4877265,5.3003306,153.7761,55.969925,TRUE,TRUE,2.9722595,TRUE,TRUE,-39.25973,-67.717026,655.49426,TRUE,TRUE,12.99501,TRUE,TRUE,0.523404,0.5052406,12.357347,148.88815,54.190735,TRUE,TRUE,3.225006,TRUE,TRUE,22.610262,-74.52167,658.40375,TRUE,TRUE,12.418884,TRUE,TRUE
2892305320,2942702503,0.51051706,0.49013394,5.5530286,153.10423,55.725338,TRUE,TRUE,2.979538,TRUE,TRUE,-39.254524,-67.74841,655.4953,TRUE,TRUE,12.713013,TRUE,TRUE,0.52543545,0.5022785,13.42993,149.71483,54.49167,TRUE,TRUE,3.2048798,TRUE,TRUE,22.619713,-74.523155,658.28,TRUE,TRUE,12.0321045,TRUE,TRUE
2892313653,2942710836,0.5110004,0.4845411,5.808222,154.66515,56.29344,TRUE,TRUE,2.9711914,TRUE,TRUE,-39.249493,-67.789406,655.4474,TRUE,TRUE,12.284836,TRUE,TRUE,0.52507824,0.5029264,13.241293,149.53401,54.42586,TRUE,TRUE,3.2171173,TRUE,TRUE,22.632582,-74.55521,658.27905,TRUE,TRUE,12.174255,TRUE,TRUE
2892321987,2942719170,0.5109784,0.4859914,5.7965956,154.2604,56.146095,TRUE,TRUE,2.9646606,TRUE,TRUE,-39.24441,-67.85099,655.49567,TRUE,TRUE,12.186279,TRUE,TRUE,0.5257812,0.5053724,13.612486,148.85135,54.177383,TRUE,TRUE,3.2128143,TRUE,TRUE,22.648552,-74.59941,658.2544,TRUE,TRUE,12.289749,TRUE,TRUE
2892330320,2942727503,0.51129454,0.48624587,5.963526,154.18933,56.120304,TRUE,TRUE,2.9678497,TRUE,TRUE,-39.23938,-67.9231,655.5468,TRUE,TRUE,12.384201,TRUE,TRUE,0.5246301,0.5076544,13.004733,148.21445,53.945602,TRUE,TRUE,3.2100067,TRUE,TRUE,22.66785,-74.66235,658.1804,TRUE,TRUE,12.234756,TRUE,TRUE
2892338653,2942735836,0.5139587,0.4835667,7.3701878,154.93706,56.39246,TRUE,TRUE,2.9657898,TRUE,TRUE,-39.229218,-68.007576,655.5696,TRUE,TRUE,12.792557,TRUE,TRUE,0.5237245,0.5044402,12.52655,149.11154,54.272114,TRUE,TRUE,3.2120361,TRUE,TRUE,22.693045,-74.74791,658.2272,TRUE,TRUE,12.283081,TRUE,TRUE
2892346987,2942744170,0.51263845,0.4864369,6.6731186,154.13602,56.10087,TRUE,TRUE,2.966919,TRUE,TRUE,-39.208614,-68.10547,655.5737,TRUE,TRUE,12.391922,TRUE,TRUE,0.5237583,0.5034602,12.544413,149.38504,54.371582,TRUE,TRUE,3.206894,TRUE,TRUE,22.719168,-74.84799,658.20166,TRUE,TRUE,11.78447,TRUE,TRUE
2892355320,2942752503,0.5125266,0.48111597,6.6140337,155.62105,56.641346,TRUE,TRUE,2.9585114,TRUE,TRUE,-39.177826,-68.20508,655.4555,TRUE,TRUE,12.2043,TRUE,TRUE,0.52236456,0.50439,11.808516,149.12553,54.2772,TRUE,TRUE,3.2169037,TRUE,TRUE,22.743805,-74.95875,658.1263,TRUE,TRUE,11.628006,TRUE,TRUE
2892363653,2942760836,0.51124346,0.4848496,5.9365573,154.57904,56.2621,TRUE,TRUE,2.9651642,TRUE,TRUE,-39.15212,-68.33025,655.55383,TRUE,TRUE,12.699326,TRUE,TRUE,0.5236953,0.5042721,12.511115,149.15845,54.28916,TRUE,TRUE,3.2086792,TRUE,TRUE,22.769138,-75.083466,657.9776,TRUE,TRUE,12.349014,TRUE,TRUE
